# fingerprint=e86680d6d5c586ba modCount=589 capturedUtc=2026-09-04T02:23:44Z
defName,source_mod,fate,tab,tier,cost,prereqs,hidden_prereqs,source_gate,form,theology,merge_target,note,access,holder,stage_gate,live
SummonFleshbeastsPlayer,Anomaly,cut,,,0,SummonAnimals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
SummonPitGate,Anomaly,cut,,,0,AdvancedPsychicRituals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
SummonShamblers,Anomaly,cut,,,0,SummonAnimals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
SynthamideCompositeProduction,Rimefeller,untouched,The Refinery,T3,4000,SynthamideProduction,,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 4000 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
SynthamideProduction,Rimefeller,untouched,The Refinery,T2,3000,SynthreadProduction,,,,mobunloo,,prereq-join: dropped Fabrication[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
SynthreadProduction,Rimefeller,untouched,The Refinery,T2,2000,SynthyleneProduction,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
SynthyleneAdvComponents,Rimefeller,untouched,The Refinery,T2,3000,SynthyleneComponents,,,,mobunloo,,prereq-join: dropped AdvancedFabrication[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
SynthyleneComponents,Rimefeller,untouched,The Refinery,T2,2500,SynthyleneProduction,,,,mobunloo,,prereq-join: dropped Fabrication[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
SynthyleneProduction,Rimefeller,untouched,The Refinery,T1,1500,ChemfuelRefining,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
Tinkering,Tinkering Bench and Biohacking Station,untouched,The Workshop,T1,1000,ComplexClothing;Machining,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
TormentMaster_CranialPinResearch,Torment Master,cut,,,2000,MicroelectronicsBasics,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,,,,yes
ToxFiltration,Biotech,untouched,The Refinery,T2,2000,Bionics,Prosthetics,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ToxGas,Biotech,untouched,The Refinery,T0,600,SmokepopBelt,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
ToxifierGenerator,Biotech,untouched,The Refinery,T0,500,RR_PowerGenerators,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
TransportPod,Core,untouched,The Workshop,T1,1000,FT_Concrete,BiofuelRefining;Machining,,,rekko,,"prereq-join: no surviving prereq; anchored to FT_Concrete (same tree, lower tier) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
TreeSowing,Core,untouched,Jawa Scavenging,T1,1000,VFET_Agriculture,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
TribalCCTV,[1.6] CAI 5000 - Advanced AI + Fog Of War (continued),untouched,Powder & Slug,T0,450,RR_LateralThinking,,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
TubeTelevision,Core,untouched,The Workshop,T1,1000,RR_ElectricityBasics,ComplexFurniture,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
TurretPack,Anomaly,cut,,,1400,MicroelectronicsBasics,Batteries;GunTurrets,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable)",,,,yes
UltraMechtech,Biotech,cut,,,5000,HighMechtech;AdvancedFabrication,,,,,,"owner frozen deck 2026-09-04: ALL mechanoid research out of research potential, mechanitors too. | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 5000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
UtilityPanelsRes,Utility Columns,untouched,The Workshop,T2,2000,MicroelectronicsBasics,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VAE_CasualWear,Vanilla Apparel Expanded,untouched,The Hearth,T1,700,ComplexClothing,,,,oomo,,"recost 600->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VAE_FormalWear,Vanilla Apparel Expanded,untouched,The Hearth,T2,1700,VAE_CasualWear,,,,oomo,,"recost 600->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VAE_MilitaryClothing,Vanilla Apparel Expanded,untouched,The Hearth,T2,1700,VAE_WorkAttire,,,,oomo,,"recost 1000->1700 (band conformance, T2) | RULED 2026-09-04 (owner accepted): dead prereq VAE_SterileAttire dropped | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | OPEN QUESTION: prereq(s) ['VAE_SterileAttire'] are fate=cut in this manifest - the taxonomy's migration rules (sec 5) say what happens to the CUT row's own unlocks but not to OTHER live rows that named it as their prereq; re-wiring this row's gate (drop it? replace it?) is a real design call not specified in any source doc, so it is left as-is. EXPECT check-2 FAIL here, genuine open question, not a manifest mistake.",common,,,yes
VAE_SterileAttire,Vanilla Apparel Expanded,cut,,,1000,ComplexClothing,,,,,,measured dead (research_tree_prep.md sec 1): Vanilla Apparel Expanded - all 3 unlocks cut,,,,yes
VAE_WorkAttire,Vanilla Apparel Expanded,untouched,The Hearth,T1,1000,ComplexClothing,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VBE_LiquorBrewing,Vanilla Brewing Expanded,untouched,The Hearth,T2,1700,Brewing,,,,oomo,,"recost 700->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 700 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VBE_MixologyResearch,Vanilla Brewing Expanded,untouched,The Hearth,T3,3200,Electricity;VBE_LiquorBrewing,,,,oomo,,"recost 900->3200 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VCE_Canning,Vanilla Cooking Expanded,untouched,The Hearth,T1,700,Electricity,,,,oomo,,"recost 600->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VCE_CheeseMaking,Vanilla Cooking Expanded,untouched,The Hearth,T2,1700,RR_LateralThinking,,,,oomo,,"recost 750->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 750 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VCE_CondimentsResearch,Vanilla Cooking Expanded,untouched,The Hearth,T2,1700,RR_BasicFoodPrep,,,,oomo,,"recost 500->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VCE_DeepFrying,Vanilla Cooking Expanded,untouched,The Hearth,T1,700,Electricity,,,,oomo,,"recost 600->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VCE_Grilling,Vanilla Cooking Expanded,untouched,The Hearth,T0,400,,,,,oomo,,prereq-join: dropped Smithing[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VCE_SoupCooking,Vanilla Cooking Expanded,untouched,The Hearth,T0,400,Electricity,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VCE_StewCooking,Vanilla Cooking Expanded - Stews,untouched,The Hearth,T0,300,RR_BasicFoodPrep,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VCE_SucculentSowing,Vanilla Plants Expanded - Succulents,untouched,Jawa Scavenging,T1,1000,VFET_Agriculture,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFEI2_BasicHivetech,Vanilla Factions Expanded - Insectoids 2,untouched,The Foundry Hive,T1,1000,VFET_Construction,,,,ohm,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Hive,,yes
VFEI2_ExoticHivetech,Vanilla Factions Expanded - Insectoids 2,untouched,The Foundry Hive,T3,3200,VFEI2_StandardHivetech,,,,ohm,,"recost 2000->3200 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",faction-held,Hive,,yes
VFEI2_StandardHivetech,Vanilla Factions Expanded - Insectoids 2,untouched,The Foundry Hive,T2,1700,VFEI2_BasicHivetech,,,,ohm,,"recost 1000->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Hive,,yes
VFEP_AdvancedWarcaskets,Vanilla Factions Expanded - Pirates,untouched,The Junker Yards,T1,1600,VFEP_Warcaskets,,,,ozzik,,"recost 4000->1600 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 4000 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Junkers,,yes
VFEP_SpacerWarcasketWeaponry,Vanilla Factions Expanded - Pirates,untouched,The Junker Yards,T2,3000,VFEP_WarcasketWeaponry,,,,ozzik,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Junkers,,yes
